Username,Tweet,Timestamp,Processed_Tweet,Dominant_Topic
@ChulbulBhaiya14,"I am waiting for your N **des 
@itanyachaudhari
 
Team India won #ChampionsTrophy2025 #ChampionsTrophyFinal",2025-03-10T04:43:53.000Z,waiting team india,1
@iTrip3263__,"Wow !! A Majestic Welcome for #TeamIndia at The Taj Dubai! 

#ChampionsTrophy2025 #sstvi #LYKN
#INDvsNZ #indvsnzfinal",2025-03-10T04:29:35.000Z,wow majestic welcome taj dubai,4
@Dhanush27236392,Thank you! Thank you for saying this… I was thinking how to articulate my utter total indifference to the win yesterday… It’s hard to respect celebs and sport people when you know they’re actually cowards and bigots. #ChampionsTrophy2025,2025-03-10T04:32:13.000Z,thank thank saying thinking articulate utter total indifference win yesterday hard respect celebs sport people know theyre actually coward bigot,4
@Dexterousarni,"So, bursting crackers for a movie release is fine, but celebrating India's cricket victory is a crime? Telangana police, tell us—should we apply for a permission slip before feeling happy?  #ChampionsTrophy2025 #LetUsCelebrate
@BJP4india1980
 @BJP4Telangana",2025-03-10T04:38:19.000Z,bursting cracker movie release fine celebrating india cricket victory crime telangana police tell usshould apply permission slip feeling happy,3
@vikalp_tomar_25,"World champion again! 
#indvsnzfinal #ChampionsTrophy2025",2025-03-10T04:42:01.000Z,world champion,3
@anupjoshi100,"Champions once again! 

What a phenomenal journey by Team India!  From dominance in the group stage to absolute brilliance in the finals — they truly deserve this trophy. 

Proud moment for every Indian! Jai Hind!  #ChampionsTrophy2025 #TeamIndia #Cricket",2025-03-10T04:32:36.000Z,champion phenomenal journey team india dominance group stage absolute brilliance final truly deserve trophy proud moment every indian jai hind,3
@Santanu_100,"Is that you Pakistani  
@drshamamohd
 ?

#ChampionsTrophy2025 #ChampionsTrophy #indvsnzfinal",2025-03-10T04:42:03.000Z,pakistani,1
@Khaleesi99999,"सही कहा 3% ब्राह्मणों मे ज्यादा मेरिट है बाकी 97% गैर ब्राह्मण हिंदूओ से.
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #indvsnzfinal #indvsnz",2025-03-10T04:26:13.000Z,बरहमण जयद मरट बरहमण हदओ,3
@Nidi1Nb,"GD MNG MY 𝕏  FRIENDS 
#sstvi  #BBMzansiumililo  #ChampionsTrophy  #ChampionsTrophy2025  #SUGA",2025-03-10T04:38:37.000Z,mng friend,1
@offl_naan,"After Match Reactions ~
#ChampionsTrophy2025 
#ChampionsTrophy 
#RohitSharma𓃵 
#ViratKohli𓃵 
#MSDhoni𓃵",2025-03-10T04:29:35.000Z,match reaction,4
@aajtak,"चैंपियंस ट्रॉफी फाइनल में रोहित की चैंपियन वाली पारी!
रोहित ने बल्ले से दिया सेहत का जवाब!
आलोचना करने वालों को रोहित का करारा जवाब!
#ChampionsTrophy2025 #ATVideo #RohitSharma #INDvNZ",2025-03-10T04:35:32.000Z,चपयस टरफ फइनल रहत चपयन रहत बलल सहत जवब आलचन करन रहत करर जवब,3
@nature_activist,"#LIVE | इंडिया की जीत का जश्न..क्यों मस्जिद के बाहर जंग?

टीम इंडिया 'चैंपियन'...किसे नापसंद...किसको जलन?

#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy2025 #ICCChampionsTrophy #TeamIndia #ViratKohli #RohitSharma",2025-03-10T04:32:13.000Z,इडय जशनकय मसजद बहर इडय चपयनकस नपसदकसक जलन,1
@_FaridKhan,Rohit Sharma cutting cake and celebrating Team India’s title win in Dubai  #ChampionsTrophy2025,2025-03-10T04:28:59.000Z,rohit sharma cutting cake celebrating team india title win dubai,2
@Republic_Bharat,"किसी के घर में मचा हल्ला तो किसी ने बीच में रोकी शूटिंग... बॉलीवुड स्टार्स ने ऐसे मनाया टीम इंडिया की जीत का जश्न

#bollywood #amitabhbachchan #ayushmannkhurrana #aliabhatt #ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #indvsnz",2025-03-10T04:35:54.000Z,हलल शटग बलवड सटरस मनय इडय जशन,1
@sid_sarcasticas,"Well played, New Zealand! 
The Blackcaps fought hard and made this a thrilling contest. Special mention to Santner & Rachin—top performances!  Congrats to Rachin Ravindra for Player of the Tournament!  #WellPlayed #Respect #SpiritOfCricket #ChampionsTrophy2025 #NZvIND",2025-03-10T04:34:15.000Z,well played new zealand blackcap fought hard made thrilling contest special mention santner rachintop performance congrats rachin ravindra player tournament,4
@Santanu_100,"India's  ICC Trophy 7 

Pakistan+England+South Africa's = ICC Trophy 7 

This Is The Reason Why Pakistan, England & South Africa Crying     & Blaming  India

#ChampionsTrophy #ChampionsTrophy2025 #indvsnzfinal #INDvsNZ #IndiaWins",2025-03-10T04:26:37.000Z,india icc trophy pakistanenglandsouth africa icc trophy reason pakistan england south africa cry blaming india,0
@sk_kiran16, #ChampionsTrophy2025,2025-03-10T04:33:09.000Z,,-1
@LalitSh01359449,"Congratulations Team India 
@ImRo45
 
 #ChampionsTrophy2025",2025-03-10T04:25:28.000Z,congratulation team india,1
@vish_990,This was Champions Trophy version back in those days. India won back to back World tournaments in Eng (83) and Aus (85). #ChampionsTrophy2025 #WorldChampionship,2025-03-10T04:33:29.000Z,champion trophy version back day india back back world tournament eng,1
@AnilDud35272252,"After India win  

In india - पटाखे फूटे 
In pak - टीवी टूटे        

#ChampionsTrophy2025 #RohitSharma #RohitSharma𓃵 #ViratKohli𓃵 #ViratKohli #HardikPandya #KLRahul #TeamIndia #iccchampionstrophy2025 
 
@TheRealPCB
 ",2025-03-10T04:30:41.000Z,india win india पटख pak,1
@BansalNewsMPCG,"Champions Trophy जीतने के बाद टीम इंडिया का हुआ जोरदार स्वागत, अर्शदीप ने किया भांगड़ा; Video

#ChampionsTrophy2025 #TeamIndia #ViralVideo #ViratKohli #RohitSharma",2025-03-10T04:30:24.000Z,champion trophy जतन इडय जरदर सवगत अरशदप भगड video,3
@SuryaSamacharIN,"चैंपियंस ट्रॉफी के फाइनल में चहल के साथ दिखी मिस्ट्री गर्ल का पुराना वीडियो वायरल
.
.
.
.
.
 #chahal #indvsnz #championstrophy2025 #rjmahvash #yuzvendrachahal #viralvideo #trending",2025-03-10T04:30:42.000Z,चपयस टरफ फइनल चहल मसटर गरल परन वडय वयरल,3
@TharkiDogesh,"Most IPL Trophies 
Most ICC Trophies 

Captain, Leader, Goat 

#ChampionsTrophy2025 
#ChampionsTrophy 
#RohitSharma𓃵",2025-03-10T04:42:23.000Z,ipl trophy icc trophy captain leader goat,4
@rajumandallife,"#ChampionsTrophy2025 
#ChampionsTrophy 
#indvsnzfinal 
#indiawin",2025-03-10T04:30:59.000Z,,-1
@News1IndiaTweet,"#ChampionsTrophy 

जीतते ही अनुष्का शर्मा की तरफ भागे विराट

एक्ट्रेस ने जीतते ही विराट कोहली को लगाया गले

ये खास तस्वीर सोशल मीडिया पर छा गई!

#ChampionsTrophy2025 | #INDvsNZ | #RohitSharma #ViratKohli | #ChampionsTrophy | #ChampionsTrophyFinal 

INDIA WON | ViratKohli | New",2025-03-10T04:31:38.000Z,जतत अनषक शरम तरफ वरट एकटरस जतत वरट कहल लगय तसवर सशल मडय india viratkohli new,3
@bharatiyan9,"Unsung hero of the tournament definitely goes to 
@ShreyasIyer15
. His contribution in every match is commendable. 

#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal",2025-03-10T04:25:55.000Z,unsung hero tournament definitely contribution every match commendable,2
@cisco_op,"All of us this morning

#ChampionsTrophy2025",2025-03-10T04:31:36.000Z,morning,0
@pollstar_X,"They are parasites. Pakistanis in India with an Indian identity card... #INDvsNZ #ChampionsTrophy2025 
• POLL- Will 
@MPPoliceDeptt
 teach these islamists a lesson & set an example?",2025-03-10T04:31:00.000Z,parasite pakistani india indian identity card poll teach islamist lesson set example,3
@rajneeti_times,"भारत के #ChampionsTrophy2025 जितने पर सुनील गावस्कर का ये वीडियो बहुत वायरल हो रहा है।
#ChampionsTrophy #SunilGavaskar",2025-03-10T04:29:01.000Z,भरत जतन सनल गवसकर वडय बहत वयरल,2
@cricvibes47,"Rajasthan Royals Edit for our Indian Team  

#ViratKohli #ChampionsTrophy2025",2025-03-10T04:32:39.000Z,rajasthan royal edit indian team,3
@DirKishore,"Champions of Champions Trophy  
#India  #ChampionsTrophy2025",2025-03-10T04:34:19.000Z,champion champion trophy,1
@WebduniaHindi,"भारत द्वारा ICCChampionsTrophy का खिताब अपने नाम करने पर सपा अध्यक्ष Akhilesh Yadav ने ट्वीट कर दी बधाई।  लिखा 'ये एकता की जीत है।'

#iccchampionstrophy2025  #ChampionsTrophy2025  #RohitSharma𓃵  #AkhileshYadav  #viratkohli #webdunia #samajwadiparty",2025-03-10T04:40:05.000Z,भरत दवर iccchampionstrophy खतब अपन करन अधयकष akhilesh yadav टवट बधई एकत,0
@panigrah7,"#ChampionsTrophy2025
India India 
Lahra do lahra do 
#ICCChampionsTrophy",2025-03-10T04:37:56.000Z,india india lahra lahra,1
@Ashok44165273,"#ChampionsTrophy2025
#आँखों_देखा_भगवान
Eyewitness God
In 1727, Kabir Parmatma came from Satlok and met Sant Garibdas Ji in Haryana. He imparted knowledge to him.
Sant Garibdas Ji Maharaj",2025-03-10T04:35:08.000Z,ख_दख_भगवन eyewitness god 1727 kabir parmatma came satlok met sant garibdas haryana imparted knowledge sant garibdas maharaj,2
@MehrotraShlok,"Do you remember when you joined X? I do! #MyXAnniversary 

#ChampionsTrophy2025 #India #ChampionsTrophy",2025-03-10T04:31:38.000Z,remember joined,2
@KareemBarakatO1,"Ramadan Day 10! Masha Allah 

Rabbana Atina Fid Dunya Hasanatan wafil akhirati hasanatan wa qina azabannaar.
Our Lord! Grant us the good of this world and the Hereafter, and protect us from the torment of the Fire. Amin 
#RamadanMubarak #ChampionsTrophy2025 #sstvi #Ramazan",2025-03-10T04:28:44.000Z,ramadan day masha allah rabbana atina fid dunya hasanatan wafil akhirati hasanatan qina azabannaar lord grant good world hereafter protect torment fire amin,3
@StarSportsKan,"ರೋಹಿತ್ ಶರ್ಮಾ ಅವರ ಸ್ಫೋಟಕ ಬ್ಯಾಟಿಂಗ್ #TeamIndia ಗೆ ಗೆಲುವು ಸುಲಭವಾಗುವಂತೆ ಮಾಡಿತು.

#INDvNZ #TeamIndia #ChampionsTrophyOnJioStar #ChampionsTrophy2025",2025-03-10T04:30:00.000Z,ರಹತ ಶರಮ ಅವರ ಸಫಟಕ ಬಯಟಗ ಗಲವ ಸಲಭವಗವತ ಮಡತ,1
@shallysin,"Sab logo ko yaha inki bonding dikh rahi hai aur mujhe inki bonding ke sath Anushka ka bag 
#ChampionsTrophy2025
#INDvsNZ",2025-03-10T04:29:34.000Z,sab logo yaha inki bonding dikh rahi hai aur mujhe inki bonding sath anushka bag,2
@dineshksalvi,#ChampionsTrophy2025 इस जीत से भारत के लोगों को क्या मिलेगा।जो पैसा मिलेगा उससे तो ये खिलाड़ी अपने बीवी बच्चो को के मौज होगी। विनर prize कोन लेगा।,2025-03-10T04:42:25.000Z,भरत मलगज मलग उसस खलड अपन बचच वनर prize,2
@ThakurAbhi3880,"जम्मू मे भारत के फाइनल जीतने के बाद जश्न 
@MehboobaMufti
 जी धारा 370 हटने के बाद देखो कितने राष्ट्र भक्त लोग जश्न मन रहे है 

यह है नया जम्मू कश्मीर 
अद्भुत पल अविश्वासनीय पल 

#JammuKashmir 
#Jammu",2025-03-10T04:35:03.000Z,जमम भरत फइनल जतन जशन 370 हटन कतन रषटर भकत जशन जमम कशमर अदभत अवशवसनय,3
@Hindutva_roots,"What a match! Congratulations to our champions on bringing home the win! 

#ChampionsTrophy2025 #TeamBharat #INDvsNZ",2025-03-10T04:27:24.000Z,match congratulation champion bringing home win,3
@YoungBharat24,"ChampionsTrophy2025: रोहित शर्मा ने अपने सन्यास को लेकर कर दिया ये बड़ा ऐलान https://youngbharatnews.com/sports/cricket/captain-rohit-sharma-overjoyed-with-the-victory-said-talk-of-retirement-from-odis-is-a-mere-rumour-8837810… 
#ChampionsTrophy2025 #ChampionsTrophyFinal #RoKo #indvsnzfinal | 
@ImRo45
 |
@ICC",2025-03-10T04:41:22.000Z,championstrophy2025 रहत शरम अपन सनयस लकर ऐलन,3
@amg24x7,"और अधिक बेज्जती न हो जाए शायद इसलिए टीम इंडिया को ट्रॉफी देने के समय होस्ट देश का कोई भी सदस्य मौजूद नहीं था! 

#ChampionsTrophy2025 #INDvsNZ #indvsnzfinal #Bharat #IndiaWins #IndiaVsNewZealand",2025-03-10T04:34:19.000Z,अधक बजजत शयद इसलए इडय टरफ समय हसट सदसय मजद,4
@SKrisfhnagiri,#ChampionsTrophy2025,2025-03-10T04:35:32.000Z,,-1
@earthixir,"#SkincareRoutin #GlowingSkin
#SkincareTips
#HealthySkin
#NaturalBeauty
#OrganicSkincare
#AyurvedicSkincare
#MultaniMitti
#HerbalBeauty
#BeautyHacks
#DIYSkincare",2025-03-10T04:42:22.000Z,,-1
@Pushpanjalimedi,"https://etvbharat.com/en/!sports/icc-champions-trophy-2025-india-vs-new-zealand-final-live-score-cricket-match-today-ind-vs-nz-scorecard-updates-enn25030902261…

#ChampionsTrophy2025 #indvsnzfinal",2025-03-10T04:36:35.000Z,,-1
@Vk18cr07,"The King  
#ChampionsTrophy2025",2025-03-10T04:37:34.000Z,king,1
@Shahkar1994,"चतुर कप्तानी
चक्रवर्ती की गुगली
स्पिनर्स की धौंस
कुलदीप की फिरकी
पंड्या का पावर
अय्यर की साझेदारी
रोहित का खौफ
जड्डू का चुका

और अंत में ऐतिहासिक जीत के साथ चैम्पियन का टैग।

कर लिया कप मुट्ठी में।",2025-03-10T04:26:32.000Z,चतर कपतन चकरवरत गगल सपनरस कलदप फरक पडय पवर अययर सझदर रहत जडड ऐतहसक चमपयन मटठ,3
@Thevoiceinspire,"भारत ने न्यूजीलैंड को हराकर फिर साबित कर दिया कि सच्ची मेहनत और विश्वास से कोई भी लक्ष्य हासिल किया जा सकता है!  #INDvsNZ #Victory #Inspiration #RohitSharma𓃵
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal",2025-03-10T04:38:17.000Z,भरत नयजलड हरकर सबत सचच महनत वशवस लकषय हसल सकत,4
@KaleemQaisrani0,"السلام وعلیکم ورحمتہ اللہ وبرکاتہ  
صبح بخیر 
#ChampionsTrophy2025 
#sstvi 
#LYKN",2025-03-10T04:26:35.000Z,السلام وعلیکم ورحمتہ اللہ وبرکاتہ صبح بخیر,2
@TechnoSports_in,"Rohit Sharma shuts down retirement rumors!  The Indian skipper confirms he’s NOT done with ODIs after #ChampionsTrophy2025. 

Fans rejoice, but will he stay for the 2027 World Cup?  #RohitSharma #TeamIndia #Cricket",2025-03-10T04:33:30.000Z,rohit sharma shuts retirement rumor indian skipper confirms done odis fan rejoice stay 2027 world cup,0
@News1IndiaTweet,"#ChampionsTrophy

विराट कोहली ने छुए मोहम्मद शमी की मां के पैर...

विराट ने छूए पैर तो मां ने झट से किंग कोहली को लगा लिया गले

दिल छू लेगा चैंपियन खिलाड़ी का अंदाज...

#ChampionsTrophy2025 | #INDvsNZ | #RohitSharma #ViratKohli | #ChampionsTrophyFinal",2025-03-10T04:36:19.000Z,वरट कहल महममद वरट कहल चपयन खलड अदज,3
@AndrabiNuzhat,"Congratulations India.
We are the champions 
Congratulations to our champions on bringing home the win! 
 #ChampionsTrophy2025 #TeamIndia #INDvsNZ",2025-03-10T04:43:35.000Z,congratulation india champion congratulation champion bringing home win,1
@ankitneelank,"कोई बताओ इनको भाई रोहित ने तो रन बना दिया 
#ChampionsTrophy2025 #ChampionsTrophy #RohitSharma𓃵 #indvsnzfinal #iccchampionstrophy2025 #ICCChampionsTrophy",2025-03-10T04:29:05.000Z,बतओ इनक रहत,4
@harshit_rana_22,"Yehi din toh yaad rehte h

#ChampionsTrophy2025",2025-03-10T04:30:20.000Z,yehi din toh yaad rehte,1
@jcbOFlarity,She should watch cricket matches live in the stadium #ChampionsTrophy2025,2025-03-10T04:43:02.000Z,watch cricket match live stadium,4
@yoursurajnaik,"कर्नाटका कांग्रेस ने दलितों और आदिवासियों पर लुटाया खज़ाना, देखता रह गया ज़माना!
@siddaramaiah
 @DrAnjaliTai
 @Pawankhera
#ChampionsTrophy2025",2025-03-10T04:30:44.000Z,करनटक कगरस दलत आदवसय लटय खजन दखत जमन,0
@nature_activist,"#LIVE | इंडिया की जीत का जश्न..क्यों मस्जिद के बाहर जंग?

टीम इंडिया 'चैंपियन'...किसे नापसंद...किसको जलन?

#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy2025 #ICCChampionsTrophy #TeamIndia #ViratKohli #RohitSharma",2025-03-10T04:31:53.000Z,इडय जशनकय मसजद बहर इडय चपयनकस नपसदकसक जलन,1
@vinuDEVAR,"Champions of champions 
Every player of has contributed in victory of #ChampionsTrophy2025.
Captain Rohit have led wonderfully throughout the tournament. 
Captain 
Leader
Legend 
The 
Name
Is 
Rohit sharma. ",2025-03-10T04:35:32.000Z,champion champion every player contributed victory captain rohit led wonderfully throughout tournament captain leader legend name rohit sharma,3
@jitendermeena93,"अजय भारत 
विश्व चैंपियन बना भारत चैंपियंस ट्रॉफी 2025 विजेता 

#cricket #NewsUpdate #news #ChampionsTrophy2025 #NZvsIND #INDvsNZ #ChampionsTrophy #trendingreels #trend",2025-03-10T04:32:56.000Z,अजय भरत वशव चपयन भरत चपयस टरफ 2025 वजत,1
@RjShoukatAnjum,#ViratKohli #ChampionsTrophy2025,2025-03-10T04:39:41.000Z,,-1
@sagarsawant1992,champions  #ChampionsTrophy2025,2025-03-10T04:26:58.000Z,champion,1
@SSMB29FANS,"After #MSDhoni Now Rohit Sharma Cover All Cups But Just One Miss World Cup Soon.. We See In Your Captaincy #RohitSharma𓃵 
#ChampionsTrophy2025 
#INDvsNZ #ChampionsTrophy",2025-03-10T04:40:36.000Z,rohit sharma cover cup one miss world cup soon see captaincy,2
@StarSportsTamil,"நான் எங்கேயும் போல இங்க தான் இருக்கேன்! - Rohit Sharma 

அதான் தலைவரே சொல்லிட்டாரே... அப்பறம் என்ன Jolly தான். 

#ChampionsTrophyOnJioStar #ChampionsTrophy2025",2025-03-10T04:30:00.000Z,எஙகயம இஙக இரககன rohit sharma அதன தலவர சலலடடர அபபறம எனன jolly,4
@rookie_tweet,"So happy that it’s #LehraDo and #ChakDeIndia time and not “ khada hu aaj bhi wahi” moment 

#ChampionsTrophy2025 #India #Champions",2025-03-10T04:31:15.000Z,happy time khada aaj bhi wahi moment,1
@AdnanSamiLive,"Congratulations to our World Champions!!! 
I celebrated the win instantly with my audience last night in Delhi!!! 
Jai Hind!
#ChampionsTrophy2025",2025-03-10T04:36:54.000Z,congratulation world champion celebrated win instantly audience last night delhi jai hind,3
@Nitinkumar9it,"Revenge taken successfully   
#ChampionsTrophy2025",2025-03-10T04:37:31.000Z,revenge taken successfully,0
@SPARROW_HARI___,#ChampionsTrophy2025,2025-03-10T04:37:34.000Z,,-1
@Rohit_offf,"Most Consecutive Wins by an Indian Captain in ICC matches

13 - 𝗥𝗼𝗵𝗶𝘁 𝗦𝗵𝗮𝗿𝗺𝗮 (2024/25)*
12 - MS Dhoni (2012/14)
10 - Rohit Sharma (2023)
 8 - Sourav Ganguly (2003)
  7 - MS Dhoni (2015)

#ChampionsTrophy2025",2025-03-10T04:32:12.000Z,consecutive win indian captain icc match 𝗥𝗼𝗵𝗶𝘁 𝗦𝗵𝗮𝗿𝗺𝗮 202425 dhoni 201214 rohit sharma 2023 sourav ganguly 2003 dhoni 2015,4
@Over_and_out1,"Memories for a lifetime, moments to relish now!  #ChampionsTrophy2025
#RohitSharma𓃵",2025-03-10T04:38:14.000Z,memory lifetime moment relish,0
@jaydesh75,"Can we call Indian coach as ""Gautam Grumpy""? Thru out the match his face was so constipated ki samjha he nahi Aa raha tha ki Yeh apna coach hai ya NZ ka #ChampionsTrophy2025",2025-03-10T04:34:37.000Z,call indian coach gautam grumpy thru match face constipated samjha nahi raha tha yeh apna coach hai,2
@BVS24tv,"टीम इंडिया की जीत के बाद महू में दो पक्षों के बीच विवाद, जमकर पथराव, पुलिस ने संभाला मोर्चा।
#Mau #TeamIndia #ChampionsTrophy2025",2025-03-10T04:31:16.000Z,इडय पकष ववद जमकर पथरव पलस सभल मरच,1
@shah_bibek77450,"Congratulations to India on winning the ICC Champions Trophy 2025! A well-deserved victory, showcasing their skill, teamwork, and determination.

#INDvsNZ  #ChampionsTrophy2025 #RohitSharma𓃵 #ChampionsTrophy #RavindraJadeja #NewZealand 
#WeWon",2025-03-10T04:33:55.000Z,congratulation india winning icc champion trophy 2025 welldeserved victory showcasing skill teamwork determination,1
@cryptosnitch,#ChampionsTrophy2025 #ChampionsTrophy #sstvi #LaCasaDelLosFamosoCol #BBMzansiumililo #LYKN #SUGA #RohitSharma𓃵 #Solana #Crypto #memecoins #Binance #Trump,2025-03-10T04:37:02.000Z,,-1
@Shahkar1994,"चतुर कप्तानी
चक्रवर्ती की गुगली
स्पिनर्स की धौंस
कुलदीप की फिरकी
पंड्या का पावर
अय्यर की साझेदारी
रोहित का खौफ
जड्डू का चुका

और अंत में ऐतिहासिक जीत के साथ चैम्पियन का टैग।

कर लिया कप मुट्ठी में।",2025-03-10T04:31:59.000Z,चतर कपतन चकरवरत गगल सपनरस कलदप फरक पडय पवर अययर सझदर रहत जडड ऐतहसक चमपयन मटठ,3
@memerabhii_18,#ChampionsTrophy2025 #INDvsNZ #indvsnzfinal #RohitSharma𓃵,2025-03-10T04:28:45.000Z,,-1
@JDTrolls_Mafia,"Jadeja Finished Off in Style  

#INDvsNZ  #ChampionsTrophy2025",2025-03-10T04:28:40.000Z,jadeja finished style,2
@Shahkar1994,"चतुर कप्तानी
चक्रवर्ती की गुगली
स्पिनर्स की धौंस
कुलदीप की फिरकी
पंड्या का पावर
अय्यर की साझेदारी
रोहित का खौफ
जड्डू का चुका

और अंत में ऐतिहासिक जीत के साथ चैम्पियन का टैग।

कर लिया कप मुट्ठी में।",2025-03-10T04:31:19.000Z,चतर कपतन चकरवरत गगल सपनरस कलदप फरक पडय पवर अययर सझदर रहत जडड ऐतहसक चमपयन मटठ,3
@KamaljitChawla3,"आज फिर साबित हो गया।सभी राहुल एक जैसे नहीं होते, कुछ टीम को जीत दिलवाकर ही वापस लौटते हैं
#ChampionsTrophy2025",2025-03-10T04:28:29.000Z,सबत गयसभ रहल दलवकर वपस लटत,2
@nikitagehlot18,"महाकुंभ त्रिवेणी संगम स्नान सफल.. 
@8PMnoCM
 @ashok_Jodhpurii
 @isudhirbishnoi
 @Kshatriya_Saini
 @ImRo45
 @BCCI
 @ICC
 
#ChampionsTrophy2025",2025-03-10T04:33:21.000Z,महकभ तरवण सगम सनन सफल,0
@alone_mast_02,"When you can't win, you whine.  #IndiaForTheWin #ChampionsTrophy2025",2025-03-10T04:30:18.000Z,cant win whine,2
@surajspeaks02,"Man of the match

#yuzvendrachahal 
#ChampionsTrophy2025",2025-03-10T04:26:37.000Z,man match,4
@iwmbuzz,"Suresh Raina applauds Team India’s Champions Trophy win as he gets snapped at Mumbai airport 

#ChampionsTrophy2025 #cricket #sureshraina #RohitSharma #viratkohli #IndvsNz #trending #iwmbuzz 
@ImRaina",2025-03-10T04:42:44.000Z,suresh raina applauds team india champion trophy win get snapped mumbai airport,1
@JRS07024241,"#जय_जय_श्री_राम
#सीताराम
#ChampionsTrophy2025",2025-03-10T04:43:58.000Z,र_रम तरम,3
@OfficialPreetiM,"India triumphs yet again! 
The Men in Blue dominate New Zealand to clinch their third #ChampionsTrophy2025 , remaining unbeaten throughout the tournament. 
A stellar campaign, a glorious victory, and a moment of immense national pride!
Congratulations to Team India and the entire",2025-03-10T04:42:25.000Z,india triumph yet men blue dominate new zealand clinch third remaining unbeaten throughout tournament stellar campaign glorious victory moment immense national pride congratulation team india entire,3
@Thevoiceinspire,"रोहित शर्मा सिर्फ एक कप्तान नहीं, बल्कि एक लीजेंड हैं! जब टीम को सबसे ज्यादा जरूरत होती है, तब वह अपनी क्लास दिखाते हैं।  #RohitSharma #Hitman #INDvsNZ #RohitSharma𓃵
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal",2025-03-10T04:43:31.000Z,रहत शरम सरफ कपतन बलक लजड सबस जयद जररत अपन कलस दखत,3
@werindia,No #Pakistan representative in #Dubai? #ShoaibAkhtar upset over 'odd' trophy ceremony https://buff.ly/JCWzWTD #ChampionsTrophy2025 #WeRIndia,2025-03-10T04:32:09.000Z,representative upset odd trophy ceremony,1
@matellito1221,#LA #ChampionsTrophy2025,2025-03-10T04:28:05.000Z,,-1
@hminga68957,"#Mizoram’s Meriam L. Hrangchal honoured with Lifetime Achievement Award at Women Entrepreneurship Summit
https://indiatodayne.in/mizoram/video/mizorams-meriam-l-hrangchal-honoured-with-lifetime-achievement-award-at-women-entrepreneurship-summit-1181204-2025-03-08…

#ChampionsTrophy2025 #INDvsNZ #TeamIndia
#RohitSharma #LYKNASIATOURxSINGAPORE
#LadyGaga #Kuldeep 
@mizoramuni
 @imovechart
 @jejefanai
 @tetei",2025-03-10T04:27:24.000Z,meriam hrangchal honoured lifetime achievement award woman entrepreneurship summit,1
@adiba891,"Ladies & gentlemen, presenting before you - The only two Indians to win four ICC titles:

Rohit Sharma (T20 WC 2007, CT 2013, T20 WC 2024, CT 2025)

 Virat Kohli (WC 2011, CT 2013, T20 WC 2024, CT 2025)

#ChampionsTrophy2025 #RohitSharma𓃵 #ViratKohli𓃵",2025-03-10T04:42:02.000Z,lady gentleman presenting two indian win four icc title rohit sharma t20 2007 2013 t20 2024 2025 virat kohli 2011 2013 t20 2024 2025,0
@sharpri0103,"Whenever ICC is giving the best fielders award, there must be logo of Phillips for this Iconic catch of Shubman...!!
#ChampionsTrophy2025 #IconicCatch #NewZealand #India #ICC",2025-03-10T04:28:50.000Z,whenever icc giving best fielder award must logo phillips iconic catch shubman,0
@ShivamPandey__7,"जहाँ सारी टीम पाकिस्तान,ऑस्ट्रेलिया,साउथ अफ्रीका,इंग्लैंड जैसी टीमें कल न्यूजीलैंड का समर्थन कर रहे थे,तो वहीं अफगानिस्तान की टीम और अफगानिस्तान के लोग खुल कर भारत के सपोर्ट में थे। 
शुक्रिया जनाब

मिलकर करेंगे #PKMKBForever 
#INDvsNZ #ChampionsTrophy2025 ICC Trophy",2025-03-10T04:31:01.000Z,पकसतनऑसटरलयसउथ अफरकइगलड नयजलड समरथन अफगनसतन अफगनसतन भरत सपरट शकरय जनब मलकर करग icc trophy,0
@NeerajRoyKumar,#ChampionsTrophy2025,2025-03-10T04:33:02.000Z,,-1
@abpnadu,"சாம்பியன்ஸ் டிராபி கோப்பையுடன் ரோகித் - கோலி!

http://abpnadu.com | #RoKo #INDvNZ #NZvIND #rohitsharma #viratkolhi #ChampionsTrophy2025 #CT2025 #ChampionsTrophy #ChampionsTrophyFinal #ABPNadu",2025-03-10T04:32:24.000Z,சமபயனஸ டரப கபபயடன ரகத,1
@BelagaviKA,"ನಿನ್ನೆ ಭಾರತ ಕ್ರಿಕೆಟ್ ತಂಡವು ಚಾಂಪಿಯನ್ಸ್ ಟ್ರೋಫೀ ಗೆದ್ದ ಖುಷಿಗೆ ನಮ್ಮ ಬೆಳಗಾವಿಯಲ್ಲಿ ನಡೆದ ಸಂಭ್ರಮಾಚರಣೆ
#TeamIndia
#ChampionsTrophy2025",2025-03-10T04:40:31.000Z,ನನನ ಭರತ ಕರಕಟ ತಡವ ಚಪಯನಸ ಟರಫ ಗದದ ಖಷಗ ನಮಮ ಬಳಗವಯಲಲ ನಡದ ಸಭರಮಚರಣ,2
