Username,Tweet,Timestamp,Processed_Tweet,Dominant_Topic
@information019,"Today Don't Distrub Me 
#INDvsNZ #ChampionsTrophy2025 #indvsnzfinal #INDvNZ #ViratKohli #RohitSharma",2025-03-09T05:58:29.000Z,today dont distrub,1
@hariomAbhinav,"Let's recreate this boys. 

#INDvsNZ #ChampionsTrophyFinal #RohitSharma #ViratKohli",2025-03-09T04:33:36.000Z,let recreate boy,2
@Rajesh__au,"𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 𝟗  

Virat Kohli (18), 1+8 = 9
Rohit Sharma (45), 4+5 = 9

#ViratKohli and #RohitSharma will be both playing their 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow. 

#INDvsNZ | #ChampionsTrophy",2025-03-09T04:31:31.000Z,𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 virat kohli rohit sharma playing 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow,4
@InnocentKamran9,"दुबई क्रिकेट स्टेडियम में टीम इंडिया और न्यूजीलैंड के बीच #ICC चैंपियंस ट्रॉफी का फाइनल मुकाबला खेला जाएगा वहीं इस मुकाबले से पहले टीम इंडिया की प्रैक्टिस सेशन की तस्वीरें सामने आई हैं
#TeamIndia #INDVsNZ #ChampionsTrophy2025 #ShubmanGill #RohitSharma #ViratKohli #ShreyasIyer",2025-03-09T03:56:14.000Z,दबई करकट सटडयम इडय नयजलड चपयस टरफ फइनल मकबल जएग मकबल पहल इडय परकटस सशन तसवर समन,2
@iam_ayushdash,5/ Prediction Time!  Will #TeamIndia dominate? Or will NZ pull off a stunner?  Drop your thoughts below!  #ChampionsTrophy2025 #ViratKohli #RohitSharma𓃵 #INDvsAUS,2025-03-09T03:24:44.000Z,prediction time dominate pull stunner drop thought,1
@shabilmohd_,"God, please no heartbreak this time 
#ChampionsTrophy2025 #INDvsNZ #final #ViratKohli #RohitSharma #MSDhoni",2025-03-09T03:26:11.000Z,god please heartbreak time,2
@Shailu_Siingh,"Champion Trophy '25 
Final match 9th March 

Did rough work of all players .
Kohli , KL Rahul , Rohit , Varun 

These players will be performer of the match. 

#ChampionsTrophy2025 #ChampionsTrophyFinal #ViratKohli #KLRahul #RohitSharma #India #Bharat #Numerology #shailu_siingh",2025-03-09T06:08:21.000Z,champion trophy final match 9th march rough work player kohli rahul rohit varun player performer match,2
@x__muksa562,"𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 𝟗  

Virat Kohli (18), 1+8 = 9
Rohit Sharma (45), 4+5 = 9

#ViratKohli and #RohitSharma will be both playing their 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow. 

#INDvsNZ | #ChampionsTrophy
#INDvsNZ",2025-03-09T03:38:56.000Z,𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 virat kohli rohit sharma playing 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow,4
@devjha490,Kya #Ro-Ko ka last match hai aaj ?  #INDvsNZ #ViratKohli𓃵 #RohitSharma𓃵 #ViratKohli  #Kohli #RohitSharma #rohit,2025-03-09T05:51:44.000Z,kya last match hai aaj,2
@ShivamY63319709,"आज के बड़ॆ मैच विराट कोहली कितने रन बनाएगॆ  
#ChampionsTrophy2025 
#Cricket 
#ViratKohli",2025-03-09T03:51:55.000Z,वरट कहल कतन बनएग,3
@niketcreation_,"#ViratKohli - 78
#RohitSharma - 21
@FilmyBowl",2025-03-09T04:30:06.000Z,,-1
@Shailendra97S,"#NewZealand skipper #MitchellSantner unveils his strategy to counter #ViratKohli, #ShreyasIyer, and India's top batters ahead of the high-stakes #ChampionsTrophyFinal!  

#INDvsNZ #RohitSharma #UFC313 #TeamIndia | Matt Henry | Shubhman Gill | Team India",2025-03-09T05:29:14.000Z,skipper unveils strategy counter india top batter ahead highstakes matt henry shubhman gill team india,1
@Natashasingh143,"Rohit Sharma being Rohit Sharma 

   | Like Share Repost
#INDvNZ | #ChampionsTrophy2025
#RohitSharma | #ViratKohli | #INDvsNZ",2025-03-09T05:10:01.000Z,rohit sharma rohit sharma like share repost,4
@CrictipsIndia,"Virat Kohli has an Average of 57.10 and Strike Rate of 95.55 against New Zealand in ODIs 

- KING IS READY FOR THE FINAL
.
.
.
.
.
#ViratKohli #INDvsNZ #ChampionsTrophyFinal",2025-03-09T05:44:55.000Z,virat kohli average 5710 strike rate 9555 new zealand odis king ready final,3
@viraltweet___,"आज न छोड़ेंगे तुम्हे....... 

Newzealand  को हराने की पूरी तैयारी

ट्रॉफी घर लायेंगे 

#INDvsNZ
#indvsnzfinal
#ChampionsTrophy2025
#ChampionsTrophyFinal 
Rohit Sharma",2025-03-09T05:35:51.000Z,छडग तमह newzealand हरन तयर टरफ लयग rohit sharma,0
@thefirstindia,"India-NZ Final promises a Thriller in Battle for Glory in Dubai

(: Siddhaarth Mahan)

More: https://firstindia.co.in/epapers/jaipur

#FirstIndia #PowerCorridors #ExclusiveNews #NewsUpdate #ChampionsTrophy2025 #INDvsNZ #CricketFinal #TeamIndia #NewZealand #RohitSharma #ViratKohli",2025-03-09T03:30:48.000Z,indianz final promise thriller battle glory dubai siddhaarth mahan,3
@viratkohli_un,"Enough already! I don’t want one more announcement from Virat Kohli  about his retirement 
 #ViratKohli",2025-03-09T04:08:43.000Z,enough already dont want one announcement virat kohli retirement,3
@nktvbangla,"চ্যাম্পিয়ন্স ট্রফির মেগা ফাইনালে ভারত-নিউ জ়িল্যান্ড | Bangla News 
#ICCCricketWorldCup #ChampionsTrophy2025 #CricketFinal #rohitsharma #viratkohli #india #newzealand  #nktvbangla #nktvবাংলা #nktv24x7",2025-03-09T05:12:58.000Z,চযমপযনস টরফর ফইনল ভরতনউ জলযনড bangla news,0
@Vishalkhushwah1,"Aaj kitna Run Banayega King Kohli !!
#ViratKohli #INDvsNZ #RohitSharma",2025-03-09T02:43:41.000Z,aaj kitna run banayega king kohli,4
@DineshD7737,"भारतीय टीम के कप्तान रोहित शर्मा और
भारतीय टीम को फाइनल मैच के लिए शुभकामनाएं 

#ChampionsTrophyFinal #INDvsNZ
#RohitSharma #ViratKohli 
#TeamIndia #ChampionsTrophy2025
#HardikPandya",2025-03-09T05:06:18.000Z,भरतय कपतन रहत शरम भरतय फइनल शभकमनए,4
@Siena2324,"जब नाश मनुज पर छाता है
वो भोपा स्वामी बन जाता है

लौंडियाबाजी में किसी के बर्बाद होने की ये कोई नई कहानी नही हैगी

जपनाम, जपनाम
#ViratKohli #INDvsNZ #ChampionsTrophy",2025-03-09T04:29:34.000Z,मनज सवम लडयबज बरबद कहन जपनम जपनम,0
@digital_marwadi,"#ViratKohli Score - 78(49)
MOM - #HardikPandya 

#INDvsNZ #indvsnzfinal",2025-03-09T05:50:13.000Z,score 7849 mom,2
@RajputRanadev1,"All the best Team India!! 
Go for the Glory, Lehra do Tiranga 

Rohit Sharma, Virat Kohli & Co wish you all the support & wishes for the Champions Trophy Final 

   | Like Share Repost
#INDvNZ | #ChampionsTrophy2025
#RohitSharma | #ViratKohli | #INDvsNZ",2025-03-09T04:35:37.000Z,best team india glory lehra tiranga rohit sharma virat kohli wish support wish champion trophy final like share repost,1
@aswinSrini7467,"1.Virat kohli exact score today vs Newzealand - 31
2.Number of Balls play by Rohit Sharma - 53 balls
3.Innings score of Team India - 273
@Aji_M_1922
 @Are_Sambha
 

#IndvsNz #CricketContest #GiveawayAlert #ChampionsTrophy2025final #ViratKohli #RohitSharma",2025-03-09T05:49:38.000Z,1virat kohli exact score today newzealand 2number ball play rohit sharma ball 3innings score team india 273,0
@ghostrider78617,"King Kohli

#Giveaway #Cricket #ViratKohli #RohitSharma #CricketTwitter #indvsnzfinal 
@Cricket_Core",2025-03-09T04:39:24.000Z,king kohli,4
@CricketWishper,#ChampionsTrophy2025 #ChampionsTrophyFinal #viratkohli #RohitSharma #msdhoni #NewZealand #INDvsNZ,2025-03-09T05:16:13.000Z,,-1
@cpc24x7,"Musheer Khan imitates Indian cricket players! 

   | Like Share Repost
#INDvNZ | #ChampionsTrophy2025
#RohitSharma | #ViratKohli | #INDvsNZ",2025-03-09T04:11:41.000Z,musheer khan imitates indian cricket player like share repost,1
@nansgotchill,"I really want this day to be in our favour  

Please GOD! Please! 
We need it  

INDIA FOR WIN  

#ChampionsTrophy2025 #IndiaForWin 
#ViratKohli",2025-03-09T06:11:24.000Z,really want day favour please god please need india win,0
@Uthaya2911,King  #ViratKohli,2025-03-09T05:31:03.000Z,king,4
@cpc24x7,"Breaking News 

Pakistan & Bangladesh ke new abbu 

   | Like Share Repost
#INDvNZ | #ChampionsTrophy2025
#RohitSharma | #ViratKohli | #India",2025-03-09T04:09:06.000Z,breaking news pakistan bangladesh new abbu like share repost,3
@Madeshmadh64373,"One Last Time Thalaiva
#INDvsNZ #ViratKohli𓃵 #viratkohli #King #ChampionsTrophyFinal",2025-03-09T05:11:40.000Z,one last time thalaiva,2
@Halfenginear,"PROMOTION TIME

Drop your username and Retweet must.

No Virat Kohli fan should have less than 10K Followers 

 #ViratKohli #INDvsNZ #ChampionsTrophy",2025-03-09T03:39:17.000Z,promotion time drop username retweet must virat kohli fan less 10k follower,4
@PK4NTR,"Same here 

#RohitSharma #ViratKohli
#ChampionsTrophyFinal",2025-03-09T02:48:46.000Z,,-1
@shubhipathak25,#ViratKohli #AnushkaSharma,2025-03-09T03:39:31.000Z,,-1
@AwanaPR1,"#ChampionsTrophy2025 फाइनल में विराट कोहली कितने रन बनाएंगे! #ViratKohli   बड़े मैचों में भारत के लिए अच्छी पारी खेलते हैं! 
#INDvsNZ",2025-03-09T02:53:58.000Z,फइनल वरट कहल कतन बनएग भरत अचछ खलत,3
@aajtak,"ICC चैंपियंस ट्रॉफी 2025 के फाइनल मुकाबला आज, कौन बनाएगा आज ज्यादा रन...

बताइए हमें कमेंट बॉक्स में 

#ICC #TeamIndia #INDVsNZ #ChampionsTrophy2025 #ChampionsTrophy #ATCard #AajtakSocial #ShubmanGill #RohitSharma #ViratKohli #ShreyasIyer",2025-03-09T03:42:36.000Z,icc चपयस टरफ 2025 फइनल मकबल बनएग जयद बतइए कमट बकस,1
@Urmila_95,"The final mega match of Cricket #ChampionsTrophyFinal 2025 will be held today.

Will #ViratKohli and #RohitSharma's bats be able to show their magic again on the Dubai ground today?

This will be a do or die match between two great teams.

#INDvsNZ",2025-03-09T03:09:28.000Z,final mega match cricket 2025 held today bat able show magic dubai ground today die match two great team,2
@RichardSamArul,"0

#INDvsNZ #ViratKohli #ChampionsTrophy",2025-03-09T05:11:57.000Z,,-1
@oneindiagujarat,"IND vs NZ Final: ચેમ્પિયન્સ ટ્રોફીની ફાઈનલમાં આજે ભારત અને ન્યૂઝીલેન્ડ વચ્ચે મહામુકાબલો

આજની મેચમાં કોણ મારશે બાજી? 

#ChampionsTrophy #ChampionsTrophy2025 #TeamIndia #CTWithOneindia #INDvsNZ #RohitSharma #MohammedShami #ViratKohli #INDvsNZFinal #cricket #OneindiaGujarati",2025-03-09T03:50:59.000Z,ind final ચમપયનસ ટરફન ફઈનલમ ભરત નયઝલનડ વચચ મહમકબલ આજન મચમ મરશ,1
@guaranteenews,"ಚಾಂಪಿಯನ್ಸ್ ಟ್ರೋಫಿ ಗ್ರ್ಯಾಂಡ್ ಫಿನಾಲೆ | IND Vs NZ ಫೈನಲ್ ಫೈಟ್..! | Guarantee News

#indvsnewzeland #championstrophy2025 #finalmatch #viratkohli #rohithsharma #hardikpandya #teamindia #sreyasiyer #klrahul #kannadanews #radhahiregoudar #guaranteenews #guaranteenewskannada",2025-03-09T05:21:51.000Z,ಚಪಯನಸ ಟರಫ ಗರಯಡ ಫನಲ ind ಫನಲ guarantee news,0
@heartout814,"It's definitely going to happen #ViratKohli will make it happen

#INDvsNZ",2025-03-09T03:55:03.000Z,definitely going happen make happen,4
@GJat4796,"Super Sunday Champions Trophy final 2025 
#ViratKohli #ChampionsTrophyFinal

#INDvsNZ",2025-03-09T03:43:34.000Z,super sunday champion trophy final 2025,1
@Little_Heartzzz,"66

Tag : 
@jashulikes
 @Heart_Legend_
 

#viratkohli #Virat #BCCI #JaspritBumrah #IPL2025  #MohammedShami #2027WC #ChampionsTrophyFinal #RohitSharma",2025-03-09T06:08:15.000Z,tag,3
@neodelightgames,"Who will be the game-changer in ICC Champions Trophy match between India Vs New Zealand on March 9, 2025?
#neodelight #icc #cricket #bat #ball #match #final #indvsnz #nzvsind #viratkohli #virat #kanewilliamson",2025-03-09T05:39:45.000Z,gamechanger icc champion trophy match india new zealand march 2025,1
@_Yashhhh__,"King Kohli 

#Giveaway #Cricket #ViratKohli #RohitSharma #CricketTwitter #indvsnzfinal 
@Vkgoat1817833
 
@OHYES1998
 
@Styllish_Ajeet
 
@Ajeetkumar1114",2025-03-09T05:52:15.000Z,king kohli,4
@SubhamS22541823,"𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 𝟗  

Virat Kohli (18), 1+8 = 9
Rohit Sharma (45), 4+5 = 9

#ViratKohli and #RohitSharma will be both playing their 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow. 

#INDvsNZ | #ChampionsTrophy",2025-03-09T02:30:54.000Z,𝐋𝐮𝐜𝐤𝐲 𝐧𝐮𝐦𝐛𝐞𝐫 virat kohli rohit sharma playing 𝟵𝘁𝗵 𝗜𝗖𝗖 𝗳𝗶𝗻𝗮𝗹 tomorrow,4
@Deepak_kumar06s,"All the very best team india  1.4billion people are praying for you guys 
Dubai में झंडा गाड़ के आना है 
Chak de india    
We believe in Blue 

#jaihind #indvsnzfinal  
@bcci
#ViratKohli",2025-03-09T06:02:03.000Z,best team india 14billion people praying guy dubai chak india believe blue,0
@rahulkatala,"We will become the golden victor today

Best Wishes to #TeamIndia for the Champions Trophy Final ! 

The final match of the #ChampionsTrophyFinal between India and #NewZealand is today. The match will start at 2:30 pm.

#INDvsNZ
 #RohitSharma #ViratKohli #Hardik #ShubmanGill",2025-03-09T04:07:37.000Z,become golden victor today best wish champion trophy final final match india today match start 230,1
@ronuu_says,#INDvsNZ #ViratKohli #ChampionsTrophy2025 #indvsnzfinal #RohitSharma,2025-03-09T05:25:37.000Z,,-1
@arpitkatiyarr,"हवन - पूजन ईश्वर - अल्लाह करने से कुछ नहीं होगा !
जो बेहतर खेलेगा किसी भी प्रकार की कोई चूक नहीं करेगा ट्राफी उसकी होगी!
आशा करता हूं टीम इंडिया बेहतर खेलेगी!
#ChampionsTrophy2025
#ChampionsTrophy #ChampionsTrophyFinal #TeamIndia #ViratKohli #HardikPandya",2025-03-09T06:05:38.000Z,हवन पजन ईशवर अललह करन बहतर खलग परकर करग टरफ उसक करत इडय बहतर खलग,1
@HemChoudhary877,"#indvsnzfinal 
#Final 
#RohitSharma 
#ViratKohli #KaneWilliamson 
#CricketTwitter",2025-03-09T03:02:30.000Z,,-1
@vamk800,"1.37
2.17
3.271
@alekhya80
 
@KuppiliNad92923
  

#IndvsNz
 #CricketContest
 #GiveawayAlert #ChampionsTrophy2025final 
#ViratKohli #RohitSharma",2025-03-09T05:45:19.000Z,137 217 3271,1
@NENEWS24x7,"Virat's fan moment is no excuse for anyone..., Legendary Canadian singer-songwriter Shawn Mendes was seen donning Virat's no. 18 jersey during live concert at Lollapalooza India 2025 in Mumbai.

#NENewsTV #ViratKohli #No18 #Mumbai #Lollapalooza2025 #shawnmendes",2025-03-09T03:49:12.000Z,virats fan moment excuse anyone legendary canadian singersongwriter shawn mendes seen donning virats jersey live concert lollapalooza india 2025 mumbai,0
@ExceptionalCric,"Nervousness is going crazy, a final today and exams from tomorrow .
Ro-Ko go big please  
#RohitSharma #ViratKohli",2025-03-09T04:29:30.000Z,nervousness going crazy final today exam tomorrow roko big please,1
@Royal_Savan__,"Let's go again IND

Hope our India wins Champions Trophy by ""King Kohli"" or ""Hitman Rohit"" Century today 

#Giveaway #Cricket #ViratKohli #RohitSharma #CricketTwitter #indvsnzfinal",2025-03-09T04:31:43.000Z,let ind hope india win champion trophy king kohli hitman rohit century today,4
@shaileshdixit61,टीम इंडिया को जीत की अग्रिम बधाई #ChampionsTrophy2025 #INDvsNZ #RohitSharma #ViratKohli #KLRahul #axar #HardikPandya #Shami,2025-03-09T05:59:37.000Z,इडय अगरम बधई,4
@cricpredicta,"Match result at Dubai in Champions Trophy 2025
#IndianSportsFans #CricketPredicta #ChampionsTrophy2025 #ChampionsTrophy #RohitSharma #ViratKohli #INDvsNZ #KLRahul #ShubmanGill #RishabhPant",2025-03-09T05:22:01.000Z,match result dubai champion trophy 2025,1
@forjustcricket,"Whatever it takes. Bring it home  

.- STAR SPORTS

#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #iccchampionstrophy2025 #ICCChampionsTrophy #INDvsNZ #INDvNZ #Final #ICCChampionsTrophy #RohitSharma #ViratKohli #ShreyasIyer #ShubmanGill",2025-03-09T04:24:25.000Z,whatever take bring home star sport,3
@its_mee_BJ,"NZ brutally stabbed ind twice in a good way in 2021 and 2019, I can't bear pain again today.
Ind won WC 2023 semi because it happened in India else, NZ would have won.
But today, is the right time for actual payback in a good way 
#Rohitsharma #ViratKohli 
#ChampionsTrophy",2025-03-09T04:26:01.000Z,brutally stabbed ind twice good way 2021 2019 cant bear pain today ind 2023 semi happened india else would today right time actual payback good way,1
@buletin_india,"""જીતે ગા ભાઈ જીતે ગા, ઇન્ડિયા જીતેગા!
નાનકડા ફેન્સનો મોટી ઉલ્લાસ!

#INDvsNZ #ICC #championstrophy #cricketfans #rohitsharma #viratkohli #india #newzealand #reels #viralvideo #reelsvideo #bindianews",2025-03-09T06:02:10.000Z,ઇનડય જતગ નનકડ ફનસન ઉલલસ,3
@va79189,"In terms of batting, India should try to get as many runs as they can before the last 10 overs. New Zealand has the best economy rate for the last 10 overs in CT 2025. They also have the 3rd best bowling average in the last 10 overs.
#RohitSharma #ChampionsTrophyFinal #ViratKohli",2025-03-09T04:53:40.000Z,term batting india try get many run last over new zealand best economy rate last over 2025 also 3rd best bowling average last over,4
@SBuria39333,"Virat kholi vs babar Azam 
#indiavspak #ViratKohli #BabarAzam𓃵",2025-03-09T06:05:41.000Z,virat kholi babar azam,3
@ExpressNewsPK,"چیمپئنز ٹرافی کا فائنل !! ویرات کوہلی پریکٹس کے دوران زخمی!! انجری کس نوعیت کی؟؟
#ExpressNews #BreakingNews #LatestNews #LatestUpdates #ChampionsTrophy #India #viratkohli",2025-03-09T04:50:28.000Z,چیمپئنز ٹرافی فائنل ویرات کوہلی پریکٹس دوران زخمی انجری نوعیت,1
@Monish09cric,"STAR SPORTS POSTER ROHIT, KOHLI, HARDIK & SHAMI.

- ""The White Looks Good on Blue"". 

#RohitSharma #ShubmanGill  #ShreyasIyer #ViratKohli #IPL #KLRahul  #INDvsNZ #ChampionsTrophy2025",2025-03-09T05:51:39.000Z,star sport poster rohit kohli hardik shami white look good blue,0
@FilmBuzz3,"We ain’t ready for your retirement Man  ! 
Please play until the 2027 WORLD CUP 
@imVkohli
  #ViratKohli𓃵 #ChampionsTrophyFinal #indvsnzfinal
#viratkohli #IndianCricketTeam #RohitSharma #SeethammaVaakitloSirimalleChettu",2025-03-09T04:35:36.000Z,aint ready retirement man please play 2027 world cup,0
@Monish09cric,"Ekana stadium looking like a proper batting feast 

- Can't wait for Pant × Pooran × Miller Trio this season.

#RohitSharma #ShubmanGill  #ShreyasIyer #ViratKohli #IPL #KLRahul  #INDvsNZ #ChampionsTrophy2025",2025-03-09T03:47:03.000Z,ekana stadium looking like proper batting feast cant wait pant pooran miller trio season,0
@NarendraSi7291,"#INDvsNZ 
#ViratKohli 
#zonauang #HappySUGADay",2025-03-09T05:40:30.000Z,,-1
@MogaliReports,"We are enough to Support our #IndianCricketTeam  in Champions Trophy.

We don't need  support from any country.

#ChampionsTrophyFinal #INDvsNZ 
#RohitSharma #indvsnzfinal #NZvsIND #ViratKohli",2025-03-09T05:58:03.000Z,enough support champion trophy dont need support country,4
@IamSandipModak," RO-KO 

#ChampionsTrophyFinal #iccchampionstrophy2025 #ViratKohli #RohitSharma",2025-03-09T03:16:06.000Z,roko,2
@lm_deals,"Apply ₹100 Coupon | Polycab 1200mm 5-Star BLDC,Remote Ceiling fan 2799

https://amzn-to.co/gii5NO

#ViratKohli #TVKVijay #ShahidKapoor #MaheshBabu",2025-03-09T04:53:36.000Z,apply 100 coupon polycab 1200mm 5star bldcremote ceiling fan 2799,4
@IndiaNewsUP_UK,"दुबई: आज #ICCChampionsTrophy2025 फाइनल में भारत बनाम न्यूजीलैंड मुकाबला। दुबई इंटरनेशनल स्टेडियम में भारतीय टीम ने शुक्रवार को अभ्यास किया,खिताबी जीत के लिए खिलाड़ियों में जबरदस्त उत्साह देखा गया।
#INDvsNZ #ChampionsTrophy2025 #RohitSharma #ViratKohli 
@BCCI
 @ICC
 @imVkohli
 @ImRo45",2025-03-09T04:50:33.000Z,दबई फइनल भरत बनम नयजलड मकबल दबई इटरनशनल सटडयम भरतय शकरवर अभयस कयखतब खलडय जबरदसत उतसह,2
@Enocent_Adam,"Today our victory is certain, hence the Trophy will come to our home. 
#TeamIndia #indvsnzfinal
#RohitSharma #ViratKohli
#INDvsNZ",2025-03-09T05:45:10.000Z,today victory certain hence trophy come home,2
@_dheerajrakho,"चैंपियंस ट्रॉफी का फाइनल इंडिया जीत रहा है 

#ChampionsTrophyFinal
 #ViratKohli #InternationalWomensDay #RohitSharma 
#INDvsNZ #INDvNZ #indvsnzfinal #WomensDay2025 #ChampionsTrophyFinal",2025-03-09T03:42:53.000Z,चपयस टरफ फइनल इडय,2
@ZeeNewsEnglish,"#ShawnMendes Honours #ViratKohli, Wears #TeamIndia Jersey At #Mumbai Show Ahead Of #ChampionsTrophy Final",2025-03-09T06:10:00.000Z,honour wear jersey show ahead final,2
@BangaloreTimes1,"Canadian singer 
@ShawnMendes
  lit up the stage at #Lollapalooza in Mumbai last night, wearing a 
@imVkohli
  jersey for his concert

#shawnmendes #viratkohli #championstrophy2025 #latestnews #trending #musician",2025-03-09T05:43:05.000Z,canadian singer lit stage mumbai last night wearing jersey concert,2
@BholaHoon,"India Jeetega...Bas Jeetega!..
Yah toh Baazigar Banega..

Phir bhi kehta hoon ek baar phir
ki...'INDIA JEETEGA!'
.
.
.
.

ya Baazigar Banega!",2025-03-09T06:04:34.000Z,india jeetegabas jeetega yah toh baazigar banega phir bhi kehta hoon baar phir kiindia jeetega baazigar banega,3
@DBoss511n,#INDvsNZ #ViratKohli #ChampionsTrophy,2025-03-09T03:23:43.000Z,,-1
@cricpredicta,"Toss Decisions at Dubai in Champions Trophy 2025
#IndianSportsFans #CricketPredicta #ChampionsTrophy2025 #ChampionsTrophy #RohitSharma #ViratKohli #INDvsNZ #KLRahul #ShubmanGill #RishabhPant #CTFinalOnCricketPredicta #CricketPredictaScreening",2025-03-09T05:22:19.000Z,toss decision dubai champion trophy 2025,1
@FilmBuzz3,"#gamechanger vi okkate kadhu anna nuv 
Next maa cm vi guda nuvve… mem chesukuntam ninnu cm ga
#pawankalyan #JanaSenaFormationDay #janasena 
 #ViratKohli𓃵 #ChampionsTrophyFinal #indvsnzfinal
#viratkohli #INDvsNZ #IndianCricketTeam 
#RohitSharma",2025-03-09T05:58:43.000Z,okkate kadhu anna nuv next maa guda nuvve mem chesukuntam ninnu,0
@MoodIndiax,"This Duo 
#ViratKohli",2025-03-09T03:09:53.000Z,duo,0
@Dileep__jsp," Believe in this man 
@imVkohli
 

#INDvsNZ    #ViratKohli",2025-03-09T02:45:10.000Z,believe man,0
@hmtvnewslive,"ICC Champions Trophy Final IND vs NZ : నేడే ఛాంపియన్స్ మహా సమరం | hmtv 

https://youtu.be/iCzR3FhQgQU

#iccchampionstrophy2025 #championtrophy2025 #championstrophy #final #finalmatch #teamindia #newzealand #cricket #sports #viratkohli #rohithsharma #kanewilliamson #mitchellsantner",2025-03-09T05:12:32.000Z,icc champion trophy final ind ఛపయనస సమర hmtv,1
@oneindiaHindi,"IND vs NZ चैंपियंस ट्रॉफी फाइनल: भारत की तरफ से आज कौन बनाएगा सबसे ज्यादा रन?

#ChampionsTrophy #ChampionsTrophy2025 #TeamIndia #CTWithOneindia #INDvsNZ #RohitSharma #ViratKohli",2025-03-09T05:07:26.000Z,ind चपयस टरफ फइनल भरत तरफ बनएग सबस जयद,2
@shilpasahu432,"Our favorite #TeamIndia is going to dominate  Bring it on With Virat Kohli and Rohit Sharma & All Player.

#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy #ViratKohli #RohitSharma",2025-03-09T05:17:22.000Z,favorite going dominate bring virat kohli rohit sharma player,4
@sid_bigboss,"#ViratKohli just before the big match: Let's get ready for the final,  #NewZealand vs #India! One will win, and the other will lose. 

Time to give it our all! 

Picture taken by: 
@karishmasingh22
#INDvsNZ #ChampionsTrophy2025Final #ViratKohli𓃵",2025-03-09T04:29:04.000Z,big match let get ready final one win lose time give picture taken,2
@VK18foreverrr,"Rohit  loading today as he said for Virat in T20wc saving for finals !! 

Rohit we want you to score big 100  not cute 30 40 !! Rohit can take Santner !! A part in middle overs just bat till 30 overs 

#ChampionsTrophy2025 #INDvsNZ #RohitSharma #ViratKohli",2025-03-09T02:52:28.000Z,rohit loading today said virat t20wc saving final rohit want score big 100 cute rohit take santner part middle over bat till over,0
@Sohan2721,"#ChampionsTrophyFinal
क्रिकेट का अर्द्ध कुंभ 
#INDvsNZ 
क्या भारत को 12 साल बाद चैंपियंस ट्रॉफी जीता  पाएंगे #RohitSharma𓃵
 की कप्तानी में भारत लगातार चौथे आईसीसी फाइनल में खेलेगा !
#ChampionsTrophyFinal 
#RohitSharma𓃵 #ViratKohli #iccchampionstrophy2025 #HappySUGADay",2025-03-09T05:52:12.000Z,करकट अरदध भरत चपयस टरफ पएग कपतन भरत लगतर आईसस फइनल खलग,1
@Cricadium,"Shawn Mendes in a Virat Kohli jersey  What a lovely gesture to show support for the cricket legend!  

#ViratKohli #ShawnMendes #CricketLove #TeamIndia",2025-03-09T03:20:44.000Z,shawn mendes virat kohli jersey lovely gesture show support cricket legend,2
@Cricket960215,"- Rohit Sharma, Virat Kohli and IND teamed with Glenn Phillips before today's match...... 

#INDvsNZ #RohitSharma #ViratKohli",2025-03-09T03:01:10.000Z,rohit sharma virat kohli ind teamed glenn phillips today match,0
@TV9Bharatvarsh,"दुबई में टीम इंडिया का आज #ICCChampionsTrophy2025 के फाइनल मैच में न्यूजीलैंड के साथ मुकाबला है

दुबई इंटरनेशनल क्रिकेट स्टेडियम में भारतीय टीम के अभ्यास सत्र की तस्वीरें

#ChampionsTrophy2025 #IndiaVsNewZealand #RohitSharma #ViratKohli #Cricket #INDvsNZ #TV9Card",2025-03-09T03:43:53.000Z,दबई इडय फइनल नयजलड मकबल दबई इटरनशनल करकट सटडयम भरतय अभयस सतर तसवर,2
@lm_deals,"Samsung Original 25W Type-C Travel Adaptor Without Cable

   ₹899/- 

Link : https://amzn-to.co/Qrrmu4

#ViratKohli #Chhaava #MaheshBabu #SSMB29",2025-03-09T04:55:45.000Z,samsung original 25w typec travel adaptor without cable 899 link,1
