Username,Tweet,Timestamp
@News1IndiaTweet,"#ChampionsTrophy 

जीतते ही अनुष्का शर्मा की तरफ भागे विराट

एक्ट्रेस ने जीतते ही विराट कोहली को लगाया गले

ये खास तस्वीर सोशल मीडिया पर छा गई!

#ChampionsTrophy2025 | #INDvsNZ | #RohitSharma #ViratKohli | #ChampionsTrophy | #ChampionsTrophyFinal 

INDIA WON | ViratKohli | New",2025-03-10T04:31:38.000Z
@bharatiyan9,"Unsung hero of the tournament definitely goes to 
@ShreyasIyer15
. His contribution in every match is commendable. 

#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal",2025-03-10T04:25:55.000Z
@cisco_op,"All of us this morning

#ChampionsTrophy2025",2025-03-10T04:31:36.000Z
@pollstar_X,"They are parasites. Pakistanis in India with an Indian identity card... #INDvsNZ #ChampionsTrophy2025 
• POLL- Will 
@MPPoliceDeptt
 teach these islamists a lesson & set an example?",2025-03-10T04:31:00.000Z
@rajneeti_times,"भारत के #ChampionsTrophy2025 जितने पर सुनील गावस्कर का ये वीडियो बहुत वायरल हो रहा है।
#ChampionsTrophy #SunilGavaskar",2025-03-10T04:29:01.000Z
@cricvibes47,"Rajasthan Royals Edit for our Indian Team  

#ViratKohli #ChampionsTrophy2025",2025-03-10T04:32:39.000Z
@DirKishore,"Champions of Champions Trophy  
#India  #ChampionsTrophy2025",2025-03-10T04:34:19.000Z
@WebduniaHindi,"भारत द्वारा ICCChampionsTrophy का खिताब अपने नाम करने पर सपा अध्यक्ष Akhilesh Yadav ने ट्वीट कर दी बधाई।  लिखा 'ये एकता की जीत है।'

#iccchampionstrophy2025  #ChampionsTrophy2025  #RohitSharma𓃵  #AkhileshYadav  #viratkohli #webdunia #samajwadiparty",2025-03-10T04:40:05.000Z
@panigrah7,"#ChampionsTrophy2025
India India 
Lahra do lahra do 
#ICCChampionsTrophy",2025-03-10T04:37:56.000Z
@Ashok44165273,"#ChampionsTrophy2025
#आँखों_देखा_भगवान
Eyewitness God
In 1727, Kabir Parmatma came from Satlok and met Sant Garibdas Ji in Haryana. He imparted knowledge to him.
Sant Garibdas Ji Maharaj",2025-03-10T04:35:08.000Z
@MehrotraShlok,"Do you remember when you joined X? I do! #MyXAnniversary 

#ChampionsTrophy2025 #India #ChampionsTrophy",2025-03-10T04:31:38.000Z
@KareemBarakatO1,"Ramadan Day 10! Masha Allah 

Rabbana Atina Fid Dunya Hasanatan wafil akhirati hasanatan wa qina azabannaar.
Our Lord! Grant us the good of this world and the Hereafter, and protect us from the torment of the Fire. Amin 
#RamadanMubarak #ChampionsTrophy2025 #sstvi #Ramazan",2025-03-10T04:28:44.000Z
@StarSportsKan,"ರೋಹಿತ್ ಶರ್ಮಾ ಅವರ ಸ್ಫೋಟಕ ಬ್ಯಾಟಿಂಗ್ #TeamIndia ಗೆ ಗೆಲುವು ಸುಲಭವಾಗುವಂತೆ ಮಾಡಿತು.

#INDvNZ #TeamIndia #ChampionsTrophyOnJioStar #ChampionsTrophy2025",2025-03-10T04:30:00.000Z
@shallysin,"Sab logo ko yaha inki bonding dikh rahi hai aur mujhe inki bonding ke sath Anushka ka bag 
#ChampionsTrophy2025
#INDvsNZ",2025-03-10T04:29:34.000Z
@dineshksalvi,#ChampionsTrophy2025 इस जीत से भारत के लोगों को क्या मिलेगा।जो पैसा मिलेगा उससे तो ये खिलाड़ी अपने बीवी बच्चो को के मौज होगी। विनर prize कोन लेगा।,2025-03-10T04:42:25.000Z
@ThakurAbhi3880,"जम्मू मे भारत के फाइनल जीतने के बाद जश्न 
@MehboobaMufti
 जी धारा 370 हटने के बाद देखो कितने राष्ट्र भक्त लोग जश्न मन रहे है 

यह है नया जम्मू कश्मीर 
अद्भुत पल अविश्वासनीय पल 

#JammuKashmir 
#Jammu",2025-03-10T04:35:03.000Z
@Hindutva_roots,"What a match! Congratulations to our champions on bringing home the win! 

#ChampionsTrophy2025 #TeamBharat #INDvsNZ",2025-03-10T04:27:24.000Z
@YoungBharat24,"ChampionsTrophy2025: रोहित शर्मा ने अपने सन्यास को लेकर कर दिया ये बड़ा ऐलान https://youngbharatnews.com/sports/cricket/captain-rohit-sharma-overjoyed-with-the-victory-said-talk-of-retirement-from-odis-is-a-mere-rumour-8837810… 
#ChampionsTrophy2025 #ChampionsTrophyFinal #RoKo #indvsnzfinal | 
@ImRo45
 |
@ICC",2025-03-10T04:41:22.000Z
@amg24x7,"और अधिक बेज्जती न हो जाए शायद इसलिए टीम इंडिया को ट्रॉफी देने के समय होस्ट देश का कोई भी सदस्य मौजूद नहीं था! 

#ChampionsTrophy2025 #INDvsNZ #indvsnzfinal #Bharat #IndiaWins #IndiaVsNewZealand",2025-03-10T04:34:19.000Z
@SKrisfhnagiri,#ChampionsTrophy2025,2025-03-10T04:35:32.000Z
@earthixir,"#SkincareRoutin #GlowingSkin
#SkincareTips
#HealthySkin
#NaturalBeauty
#OrganicSkincare
#AyurvedicSkincare
#MultaniMitti
#HerbalBeauty
#BeautyHacks
#DIYSkincare",2025-03-10T04:42:22.000Z
@Pushpanjalimedi,"https://etvbharat.com/en/!sports/icc-champions-trophy-2025-india-vs-new-zealand-final-live-score-cricket-match-today-ind-vs-nz-scorecard-updates-enn25030902261…

#ChampionsTrophy2025 #indvsnzfinal",2025-03-10T04:36:35.000Z
@Vk18cr07,"The King  
#ChampionsTrophy2025",2025-03-10T04:37:34.000Z
@Shahkar1994,"चतुर कप्तानी
चक्रवर्ती की गुगली
स्पिनर्स की धौंस
कुलदीप की फिरकी
पंड्या का पावर
अय्यर की साझेदारी
रोहित का खौफ
जड्डू का चुका

और अंत में ऐतिहासिक जीत के साथ चैम्पियन का टैग।

कर लिया कप मुट्ठी में।",2025-03-10T04:26:32.000Z
@Thevoiceinspire,"भारत ने न्यूजीलैंड को हराकर फिर साबित कर दिया कि सच्ची मेहनत और विश्वास से कोई भी लक्ष्य हासिल किया जा सकता है!  #INDvsNZ #Victory #Inspiration #RohitSharma𓃵
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal",2025-03-10T04:38:17.000Z
@KaleemQaisrani0,"السلام وعلیکم ورحمتہ اللہ وبرکاتہ  
صبح بخیر 
#ChampionsTrophy2025 
#sstvi 
#LYKN",2025-03-10T04:26:35.000Z
@TechnoSports_in,"Rohit Sharma shuts down retirement rumors!  The Indian skipper confirms he’s NOT done with ODIs after #ChampionsTrophy2025. 

Fans rejoice, but will he stay for the 2027 World Cup?  #RohitSharma #TeamIndia #Cricket",2025-03-10T04:33:30.000Z
@News1IndiaTweet,"#ChampionsTrophy

विराट कोहली ने छुए मोहम्मद शमी की मां के पैर...

विराट ने छूए पैर तो मां ने झट से किंग कोहली को लगा लिया गले

दिल छू लेगा चैंपियन खिलाड़ी का अंदाज...

#ChampionsTrophy2025 | #INDvsNZ | #RohitSharma #ViratKohli | #ChampionsTrophyFinal",2025-03-10T04:36:19.000Z
@AndrabiNuzhat,"Congratulations India.
We are the champions 
Congratulations to our champions on bringing home the win! 
 #ChampionsTrophy2025 #TeamIndia #INDvsNZ",2025-03-10T04:43:35.000Z
@ankitneelank,"कोई बताओ इनको भाई रोहित ने तो रन बना दिया 
#ChampionsTrophy2025 #ChampionsTrophy #RohitSharma𓃵 #indvsnzfinal #iccchampionstrophy2025 #ICCChampionsTrophy",2025-03-10T04:29:05.000Z
@harshit_rana_22,"Yehi din toh yaad rehte h

#ChampionsTrophy2025",2025-03-10T04:30:20.000Z
@jcbOFlarity,She should watch cricket matches live in the stadium #ChampionsTrophy2025,2025-03-10T04:43:02.000Z
@yoursurajnaik,"कर्नाटका कांग्रेस ने दलितों और आदिवासियों पर लुटाया खज़ाना, देखता रह गया ज़माना!
@siddaramaiah
 @DrAnjaliTai
 @Pawankhera
#ChampionsTrophy2025",2025-03-10T04:30:44.000Z
@nature_activist,"#LIVE | इंडिया की जीत का जश्न..क्यों मस्जिद के बाहर जंग?

टीम इंडिया 'चैंपियन'...किसे नापसंद...किसको जलन?

#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy2025 #ICCChampionsTrophy #TeamIndia #ViratKohli #RohitSharma",2025-03-10T04:31:53.000Z
@vinuDEVAR,"Champions of champions 
Every player of has contributed in victory of #ChampionsTrophy2025.
Captain Rohit have led wonderfully throughout the tournament. 
Captain 
Leader
Legend 
The 
Name
Is 
Rohit sharma. ",2025-03-10T04:35:32.000Z
@jitendermeena93,"अजय भारत 
विश्व चैंपियन बना भारत चैंपियंस ट्रॉफी 2025 विजेता 

#cricket #NewsUpdate #news #ChampionsTrophy2025 #NZvsIND #INDvsNZ #ChampionsTrophy #trendingreels #trend",2025-03-10T04:32:56.000Z
@RjShoukatAnjum,#ViratKohli #ChampionsTrophy2025,2025-03-10T04:39:41.000Z
@sagarsawant1992,champions  #ChampionsTrophy2025,2025-03-10T04:26:58.000Z
@SSMB29FANS,"After #MSDhoni Now Rohit Sharma Cover All Cups But Just One Miss World Cup Soon.. We See In Your Captaincy #RohitSharma𓃵 
#ChampionsTrophy2025 
#INDvsNZ #ChampionsTrophy",2025-03-10T04:40:36.000Z
@StarSportsTamil,"நான் எங்கேயும் போல இங்க தான் இருக்கேன்! - Rohit Sharma 

அதான் தலைவரே சொல்லிட்டாரே... அப்பறம் என்ன Jolly தான். 

#ChampionsTrophyOnJioStar #ChampionsTrophy2025",2025-03-10T04:30:00.000Z
@rookie_tweet,"So happy that it’s #LehraDo and #ChakDeIndia time and not “ khada hu aaj bhi wahi” moment 

#ChampionsTrophy2025 #India #Champions",2025-03-10T04:31:15.000Z
@AdnanSamiLive,"Congratulations to our World Champions!!! 
I celebrated the win instantly with my audience last night in Delhi!!! 
Jai Hind!
#ChampionsTrophy2025",2025-03-10T04:36:54.000Z
@Nitinkumar9it,"Revenge taken successfully   
#ChampionsTrophy2025",2025-03-10T04:37:31.000Z
@SPARROW_HARI___,#ChampionsTrophy2025,2025-03-10T04:37:34.000Z
@Rohit_offf,"Most Consecutive Wins by an Indian Captain in ICC matches

13 - 𝗥𝗼𝗵𝗶𝘁 𝗦𝗵𝗮𝗿𝗺𝗮 (2024/25)*
12 - MS Dhoni (2012/14)
10 - Rohit Sharma (2023)
 8 - Sourav Ganguly (2003)
  7 - MS Dhoni (2015)

#ChampionsTrophy2025",2025-03-10T04:32:12.000Z
@Over_and_out1,"Memories for a lifetime, moments to relish now!  #ChampionsTrophy2025
#RohitSharma𓃵",2025-03-10T04:38:14.000Z
@jaydesh75,"Can we call Indian coach as ""Gautam Grumpy""? Thru out the match his face was so constipated ki samjha he nahi Aa raha tha ki Yeh apna coach hai ya NZ ka #ChampionsTrophy2025",2025-03-10T04:34:37.000Z
@BVS24tv,"टीम इंडिया की जीत के बाद महू में दो पक्षों के बीच विवाद, जमकर पथराव, पुलिस ने संभाला मोर्चा।
#Mau #TeamIndia #ChampionsTrophy2025",2025-03-10T04:31:16.000Z
@shah_bibek77450,"Congratulations to India on winning the ICC Champions Trophy 2025! A well-deserved victory, showcasing their skill, teamwork, and determination.

#INDvsNZ  #ChampionsTrophy2025 #RohitSharma𓃵 #ChampionsTrophy #RavindraJadeja #NewZealand 
#WeWon",2025-03-10T04:33:55.000Z
@cryptosnitch,#ChampionsTrophy2025 #ChampionsTrophy #sstvi #LaCasaDelLosFamosoCol #BBMzansiumililo #LYKN #SUGA #RohitSharma𓃵 #Solana #Crypto #memecoins #Binance #Trump,2025-03-10T04:37:02.000Z
@Shahkar1994,"चतुर कप्तानी
चक्रवर्ती की गुगली
स्पिनर्स की धौंस
कुलदीप की फिरकी
पंड्या का पावर
अय्यर की साझेदारी
रोहित का खौफ
जड्डू का चुका

और अंत में ऐतिहासिक जीत के साथ चैम्पियन का टैग।

कर लिया कप मुट्ठी में।",2025-03-10T04:31:59.000Z
@memerabhii_18,#ChampionsTrophy2025 #INDvsNZ #indvsnzfinal #RohitSharma𓃵,2025-03-10T04:28:45.000Z
@JDTrolls_Mafia,"Jadeja Finished Off in Style  

#INDvsNZ  #ChampionsTrophy2025",2025-03-10T04:28:40.000Z
@Shahkar1994,"चतुर कप्तानी
चक्रवर्ती की गुगली
स्पिनर्स की धौंस
कुलदीप की फिरकी
पंड्या का पावर
अय्यर की साझेदारी
रोहित का खौफ
जड्डू का चुका

और अंत में ऐतिहासिक जीत के साथ चैम्पियन का टैग।

कर लिया कप मुट्ठी में।",2025-03-10T04:31:19.000Z
@KamaljitChawla3,"आज फिर साबित हो गया।सभी राहुल एक जैसे नहीं होते, कुछ टीम को जीत दिलवाकर ही वापस लौटते हैं
#ChampionsTrophy2025",2025-03-10T04:28:29.000Z
@nikitagehlot18,"महाकुंभ त्रिवेणी संगम स्नान सफल.. 
@8PMnoCM
 @ashok_Jodhpurii
 @isudhirbishnoi
 @Kshatriya_Saini
 @ImRo45
 @BCCI
 @ICC
 
#ChampionsTrophy2025",2025-03-10T04:33:21.000Z
@alone_mast_02,"When you can't win, you whine.  #IndiaForTheWin #ChampionsTrophy2025",2025-03-10T04:30:18.000Z
@surajspeaks02,"Man of the match

#yuzvendrachahal 
#ChampionsTrophy2025",2025-03-10T04:26:37.000Z
@iwmbuzz,"Suresh Raina applauds Team India’s Champions Trophy win as he gets snapped at Mumbai airport 

#ChampionsTrophy2025 #cricket #sureshraina #RohitSharma #viratkohli #IndvsNz #trending #iwmbuzz 
@ImRaina",2025-03-10T04:42:44.000Z
@JRS07024241,"#जय_जय_श्री_राम
#सीताराम
#ChampionsTrophy2025",2025-03-10T04:43:58.000Z
@OfficialPreetiM,"India triumphs yet again! 
The Men in Blue dominate New Zealand to clinch their third #ChampionsTrophy2025 , remaining unbeaten throughout the tournament. 
A stellar campaign, a glorious victory, and a moment of immense national pride!
Congratulations to Team India and the entire",2025-03-10T04:42:25.000Z
@Thevoiceinspire,"रोहित शर्मा सिर्फ एक कप्तान नहीं, बल्कि एक लीजेंड हैं! जब टीम को सबसे ज्यादा जरूरत होती है, तब वह अपनी क्लास दिखाते हैं।  #RohitSharma #Hitman #INDvsNZ #RohitSharma𓃵
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal",2025-03-10T04:43:31.000Z
@werindia,No #Pakistan representative in #Dubai? #ShoaibAkhtar upset over 'odd' trophy ceremony https://buff.ly/JCWzWTD #ChampionsTrophy2025 #WeRIndia,2025-03-10T04:32:09.000Z
@matellito1221,#LA #ChampionsTrophy2025,2025-03-10T04:28:05.000Z
@hminga68957,"#Mizoram’s Meriam L. Hrangchal honoured with Lifetime Achievement Award at Women Entrepreneurship Summit
https://indiatodayne.in/mizoram/video/mizorams-meriam-l-hrangchal-honoured-with-lifetime-achievement-award-at-women-entrepreneurship-summit-1181204-2025-03-08…

#ChampionsTrophy2025 #INDvsNZ #TeamIndia
#RohitSharma #LYKNASIATOURxSINGAPORE
#LadyGaga #Kuldeep 
@mizoramuni
 @imovechart
 @jejefanai
 @tetei",2025-03-10T04:27:24.000Z
@adiba891,"Ladies & gentlemen, presenting before you - The only two Indians to win four ICC titles:

Rohit Sharma (T20 WC 2007, CT 2013, T20 WC 2024, CT 2025)

 Virat Kohli (WC 2011, CT 2013, T20 WC 2024, CT 2025)

#ChampionsTrophy2025 #RohitSharma𓃵 #ViratKohli𓃵",2025-03-10T04:42:02.000Z
@sharpri0103,"Whenever ICC is giving the best fielders award, there must be logo of Phillips for this Iconic catch of Shubman...!!
#ChampionsTrophy2025 #IconicCatch #NewZealand #India #ICC",2025-03-10T04:28:50.000Z
@ShivamPandey__7,"जहाँ सारी टीम पाकिस्तान,ऑस्ट्रेलिया,साउथ अफ्रीका,इंग्लैंड जैसी टीमें कल न्यूजीलैंड का समर्थन कर रहे थे,तो वहीं अफगानिस्तान की टीम और अफगानिस्तान के लोग खुल कर भारत के सपोर्ट में थे। 
शुक्रिया जनाब

मिलकर करेंगे #PKMKBForever 
#INDvsNZ #ChampionsTrophy2025 ICC Trophy",2025-03-10T04:31:01.000Z
@NeerajRoyKumar,#ChampionsTrophy2025,2025-03-10T04:33:02.000Z
@abpnadu,"சாம்பியன்ஸ் டிராபி கோப்பையுடன் ரோகித் - கோலி!

http://abpnadu.com | #RoKo #INDvNZ #NZvIND #rohitsharma #viratkolhi #ChampionsTrophy2025 #CT2025 #ChampionsTrophy #ChampionsTrophyFinal #ABPNadu",2025-03-10T04:32:24.000Z
@BelagaviKA,"ನಿನ್ನೆ ಭಾರತ ಕ್ರಿಕೆಟ್ ತಂಡವು ಚಾಂಪಿಯನ್ಸ್ ಟ್ರೋಫೀ ಗೆದ್ದ ಖುಷಿಗೆ ನಮ್ಮ ಬೆಳಗಾವಿಯಲ್ಲಿ ನಡೆದ ಸಂಭ್ರಮಾಚರಣೆ
#TeamIndia
#ChampionsTrophy2025",2025-03-10T04:40:31.000Z
@Aish391,"Jay Shah ke ICC chairman banne ke bad to lg rha India ""Cheat Code"" leke khel rhi h 

#ChampionsTrophy2025 
#India #ChampionsTrophyFinal 
#justforfun",2025-03-10T04:37:32.000Z
@narpat_rat18280,"ॐ नमः पार्वती पतये, हर-हर महादेव...
#हर_हर_महादेव_शिव_शंभू_ॐ 
#ChampionsTrophy2025",2025-03-10T04:25:56.000Z
@UPTakOfficial,"चैंपियंस ट्रॉफी जीतने के बाद जब मोहम्मद शमी ने अपनी मां को विराट से मिलवाया तो किंग कोहली ने जो किया, देख दिल खुश हो जाएगा
#Cricket  #ChampionsTrophy2025  #ChampionsTrophy  #ViratKohli  #MohammedShami",2025-03-10T04:27:06.000Z
@unique_forgings,"That feeling of pride! India, crowned champions! Let's flood the comments with our loudest celebrations. 

What a team!

#UniqueForgings #India2025 #HistoryMade #IndiaLiftsTheCup #Champions #TeamIndia #ChampionsTrophy #RohitSharma #INDvsNZ #ChampionsTrophy2025",2025-03-10T04:26:15.000Z
@cricket_news_33,"Jatin Sapru interviewing Virat Kohli.

#ChampionsTrophy2025 #RohitSharma𓃵 #ChampionsTrophy",2025-03-10T04:30:15.000Z
@bharatbhuiyan08,"CONGRATULATIONS 
INDIAAAA
INDIA


#ChampionsTrophy2025
#indvsnzfinal 
#indiancricket",2025-03-10T04:42:09.000Z
@FirstpostSports,"A fresh controversy has erupted over #ChampionsTrophy2025 after no Pakistan representative was seen at the presentation ceremony.

Pakistani journalists have questioned the ICC over the 'snub'.",2025-03-10T04:26:12.000Z
@MESSIXCR777,"Aura 
#HardikPandya #ChampionsTrophy2025",2025-03-10T04:41:22.000Z
@Anilcherukara,"Congratulations, Team India 
ICC #ChampionsTrophy2025 well played and deserved win 

There is a strong belief that Panauti and Tadipar did not go to watch the match and that is the real fact behind #TeamIndia ‘s victory in #ChampionsTrophy",2025-03-10T04:29:31.000Z
@WorldRareImages,"Spin..
#MondayMotivation #ChampionsTrophy2025 #RohitSharma𓃵 #INDvsNZ #ChampionsTrophy #indvsnzfinal
#iccchampionstrophy2025",2025-03-10T04:38:22.000Z
@nakkheeranweb,"12 ஆண்டுகளுக்குப் பிறகு சாம்பியன்ஸ் டிராஃபியை கைப்பற்றியது இந்திய அணி!

#ChampionsTrophy2025 #TeamIndia #Nakkheeran",2025-03-10T04:30:20.000Z
@bhowmick_rounak," hosted the #ChampionsTrophy2025 and  cooked !!!! Daammmnnnnnn … that’s brutal … and on top of it .. the hosts were washed out within 4 days of the tournament …. 
Well played #MenInBlue 
@BCCI
 
#IndiaVsNewZealand #ChampionsTrophyFinal",2025-03-10T04:41:42.000Z
@ankit_awasthy,"@ImRo45
 Congratulations Bhai aapne brahmino ka name raushan kar diya 
#RohitSharma 
#WeProudRohitSharma 
#ChampionsTrophy2025 
#ChampionsTrophy",2025-03-10T04:36:18.000Z
@drshravanosian,"बधाई टीम इंडिया 
भारतीय क्रिकेट टीम ने न्यूजीलैंड को हराकर चैंपियंस ट्रॉफी जीत ली है। टीम इंडिया के शानदार प्रदर्शन से हर देशवासी गौरवान्वित है।
#ChampionsTrophy2025 #indiakaapna5g",2025-03-10T04:42:59.000Z
@A1_abhinv,Day 19 and still waiting for the issue to be resolved. #ChampionsTrophy2025 is over but my query is still not processed. #pizzascam,2025-03-10T04:43:53.000Z
@sur_turaga,Congratulations Team India on winning #ChampionsTrophy2025,2025-03-10T04:26:36.000Z
@AlibinlulikaBap,"Hema singh logo se muh kala karwati hai aur logo ki raat rangin krti hai 
@razi_haider
 @vikrantgupta73
 
#ChampionsTrophy2025 #ChampionsTrophy",2025-03-10T04:28:04.000Z
@GammerSing,#ChampionsTrophy2025,2025-03-10T04:37:00.000Z
@nareshbabu53542,"#ChampionsTrophy2025 
Congratulations team india ",2025-03-10T04:38:40.000Z
@sid_sarcasticas,"Thank you, Team India, for inspiring a generation! 
The way you fight, the way you win—pure motivation. One day, I’ll make India proud too.  #Inspiration #Champions #ChampionsTrophy2025 #RoKo #ViratKohli𓃵  #RohitSharma𓃵",2025-03-10T04:28:24.000Z
@AdmirersPspk,"Rest is History 
4 ICC tournaments finals
2 ICC Champions 
#RohitSharma𓃵 #ChampionsTrophy2025 #T20WorldCup2024",2025-03-10T04:28:32.000Z
@Over_and_out1,"Mom's love, pure bliss! 
#ChampionsTrophy2025",2025-03-10T04:44:07.000Z
@KumarShail794,"Indians: It’s a boring match

NZ:
#indvsnzfinal #ChampionsTrophy2025",2025-03-10T04:36:43.000Z
@savenat02102683,"#LIVE | इंडिया की जीत का जश्न..क्यों मस्जिद के बाहर जंग?

टीम इंडिया 'चैंपियन'...किसे नापसंद...किसको जलन?

#ChampionsTrophyFinal #INDvsNZ #ChampionsTrophy2025 #ICCChampionsTrophy #TeamIndia #ViratKohli #RohitSharma",2025-03-10T04:30:57.000Z
@FanBoyOfAK_,"#ViratKohli Kissing The Champions Trophy In The Dressing Room 

#INDvNZ | #ChampionsTrophy2025 | #Final | 
@imVkohli",2025-03-10T04:40:01.000Z
@BJP4Andhra,"కాంగ్రెస్ రోహిత్‌ను అపహాస్యం చేసి, అతని శరీరాకృతిని కూడా విమర్శించింది. రోహిత్ శర్మ తన కెప్టెన్సీలో 9 నెలల్లో భారత్‌ను రెండుసార్లు ఛాంపియన్‌గా నిలిపాడు!

#ChampionsTrophy2025 #RohitSharma #Scamgress #TeamIndia #INDvsNZ",2025-03-10T04:31:20.000Z
@JoyshreeChetia,"Close to my heart 

#ChampionsTrophy2025 #India #Champions #ManInBlue #IndianCricket",2025-03-10T04:33:02.000Z
@Nek16207336,"भारत की जीत का जश्न भारत में नहीं तो क्या पाकिस्तान में मनाएंगे अभी भी भारत में कुछ पाकिस्तान की सोच के लोग अपना पाकिस्तान बनाने की फिराक में हैं कृपया इसको संज्ञान में लें
@DrMohanYadav51
 
@MPPoliceDeptt
 
@VHPDigital
 
@AmitShah
 
#ChampionsTrophy2025",2025-03-10T04:25:59.000Z
@PopUpMediaIndia,"Cricket: India edge out New Zealand by 4 wickets to win Champions Trophy 2025. Here's more
https://instagram.com/reel/DHAVAXZNd9A/?igsh=eXJ3OGI0bno4OWpq…

#Popupmedia #indvsnzfinal #latestnews #ChampionsTrophy2025",2025-03-10T04:35:56.000Z
@bbcnewstelugu,"ప్రపంచకప్ ఓటమి తరువాత రోహిత్ సేన ఎలా పుంజుకుంది? టీ20 వరల్డ్‌కప్ విజయపరంపరను చాంపియన్స్ ట్రోఫీలోకి ఎలా తేగలిగింది? 
#ChampionsTrophy2025 #TeamIndia #cricket #rohitsharma",2025-03-10T04:29:02.000Z
@Velonie02,"RO - HIT - SHARMA 
#ChampionsTrophy2025 #ChampionsTrophy #sstvi #ChampionsTrophyFinal #RohitSharma𓃵",2025-03-10T04:31:52.000Z
@RajanPaswan26,#ChampionsTrophy2025 #RohitSharma𓃵,2025-03-10T04:38:02.000Z
@Sheku_Deals,"Oneplus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery,Water Resistant (Magico Black)

#earphones #ChampionsTrophy2025 #ChampionsTrophy #shekudeals #AmazonDeals",2025-03-10T04:38:33.000Z
@hibabukhari38,"Pakistan's economy is stabilizing, but PTI continues its false propaganda—the same party that pushed the country to the brink of bankruptcy. No letters come in or go out of Adiala Jail, yet fake narratives are being fabricated.
#sstvi #ChampionsTrophy2025 #ChampionsTrophy",2025-03-10T04:37:01.000Z
@exmuslimsadiq,"#Muslims Attacked #Hindus in #Mhow Indore for just celebrating the India's win in #ChampionsTrophy2025 , #Muslims were #Depressed taking the win of #India so they attacked #Hindus .
Heavy deployment of #Forces to normal down the situation. 
@DrMohanYadav51
 
@SureshChavhanke",2025-03-10T04:38:16.000Z
@acecapitalent,".
.
#Nifty50 #stockmarket #ChampionsTrophy2025 #ChampionsTrophy #india #trading #StocksToBuy",2025-03-10T04:31:54.000Z
@airnews_Chennai,"𝗖. 𝗛. 𝗔. 𝗠. 𝗣. 𝗜. 𝗢. 𝗡. 𝗦!   

#ChampionsTrophy2025 ||

சாம்பியன்ஸ் கிரிக்கெட் கோப்பையை #India வென்றது... 

#ChampionsTrophy2025 | #TeamIndia | #INDvNZ | #ChampionsTrophyFinal
@ICC
 | 
@BCCI",2025-03-10T04:42:31.000Z
@TrollKingsOffcl,"ഇങ്ങേരിത് 

#RohitSharma #Rohit #indvnz #INDvsNZ #ChampionsTrophy #ChampionsTrophy2025",2025-03-10T04:42:04.000Z
@VikashJ13660845,"BEST MOMENT FOR INDIA  

#ChampionsTrophy2025",2025-03-10T04:33:36.000Z
@jmdnewsflash,"वनडे क्रिकेट से संन्यास की अटकलों को लेकर रोहित शर्मा ने किया बड़ा ऐलान, कहा- 'मैं वनडे से संन्यास नहीं ले रहा, कृपया अफवाह न फैलाएं।'
@ImRo45
 #onedaycup #RohitSharma #ChampionsTrophy2025 #INDvsNZ #RohitSharma",2025-03-10T04:28:21.000Z
@timelesscricket,"#KLRahul  the calm contender for every situation for #India , trolled mercilessly during the world-cup campaign in india, has come back like a true champion in the #ChampionsTrophy2025 , call him a finisher or how ever you like, he suits every role he's been offered",2025-03-10T04:43:34.000Z
@teenagers50,"#TeamIndia have lost only one match in their last 3 ICC events!
Champions for a reason!
#ChampionsTrophy2025 | #TeamIndia",2025-03-10T04:43:02.000Z
@MSherwani1,"لنٹانا کی جڑ کو ختم کرنے کا آسان اور مؤثر دیسی طریقہ – سرکہ اور نمک کا استعمال کریں، بغیر کسی نقصان کے قدرتی حل!
#ChampionsTrophy #ChampionsTrophy2025 #sstvi #LaCasaDelLosFamosoCol #BBMzansiumililo #BBMzansiumililo #LYKN #ChampionsTrophyFinal #حساب_المواطن #SUGA #RohitSharma𓃵",2025-03-10T04:44:03.000Z
@BatmanKumaru,"Why Axar at No.5 before KL,
Why 4 spinners,
Why not select Siraj,
Why Arshdeep in not playing 11..
Blah blah blah.........
For all this question GG & Rohit simply answered with the trophy 
#ChampionsTrophy 
#ChampionsTrophy2025 
#ChampionsTrophyFinal",2025-03-10T04:30:43.000Z
@SatzStar,"Congress National Spokesperson Shama Mohamed after watching Rohit Sharma leading India to Champions Trophy victory. !!!

#ShamaMohamed #shamamohammad #RohitSharma𓃵 #CongressKaBaapRohit #CongressKaBaapRohitsharma #ChampionsTrophy2025 #ChampionsTrophyFinal",2025-03-10T04:27:04.000Z
@Khaleesi99999,"बाकी ये अच्छा है तुम 3% ब्राह्मणों का, जब मुसलमानों का विरोध करना हो तुम हिंदू, जब 85% scstobc का विरोध करना हो तब सवर्ण, जनरल और जब क्रेडिट लेना हो या कुछ फायदा लेना हो तब 3% ब्राह्मण. अच्छा है चलने दो.
#ChampionsTrophy2025 #ChampionsTrophy #ChampionsTrophyFinal #indvsnzfinal",2025-03-10T04:29:20.000Z
@mizoEnglish,"I really really enjoyed myself yesterday.

#春から東大
#ChampionsTrophy2025 
#SUGA",2025-03-10T04:27:42.000Z
